"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","平均"
"14","1.8 / 122","2.3 / 133","3.3 / 132","1.8 / 122","2.2 / 138","1.3 / 130","2.2 / 150","1.5 / 70","3.3 / 68","5.9 / 70","4.3 / 70","4.0 / 76","4.4 / 68","4.6 / 68","4.7 / 71","5.1 / 89","4.4 / 89","4.8 / 83","4.1 / 68","4.4 / 65","4.0 / 66","2.8 / 65","2.4 / 67","0.2 / 0","3.3"
"15","1.4 / 152","2.0 / 121","2.2 / 149","2.4 / 131","2.9 / 132","3.6 / 140","2.9 / 129","2.9 / 129","1.6 / 77","3.4 / 113","3.6 / 80","3.8 / 88","3.4 / 86","3.2 / 103","3.8 / 98","3.7 / 114","3.3 / 98","3.0 / 86","2.1 / 101","2.5 / 76","2.7 / 66","0.7 / 262","1.7 / 153","1.2 / 128","2.7"
"16","0.3 / 184","0.3 / 265","0.7 / 195","0.5 / 173","0.1 / 0","0.5 / 125","0.7 / 188","0.5 / 90","2.6 / 110","3.1 / 106","3.9 / 115","4.2 / 102","3.3 / 92","4.0 / 94","1.2 / 108","2.3 / 136","2.3 / 113","1.1 / 131","1.2 / 141","0.6 / 178","0.0 / 0","1.7 / 152","1.8 / 117","0.9 / 76","1.6"
"17","2.8 / 150","2.4 / 151","2.8 / 159","3.0 / 163","3.1 / 151","2.5 / 148","0.7 / 137","1.3 / 274","1.4 / 294","1.8 / 7","1.8 / 301","0.8 / 280","1.8 / 4","1.3 / 343","1.6 / 33","0.9 / 344","1.9 / 252","1.7 / 249","1.1 / 248","0.2 / 0","0.2 / 0","0.1 / 0","0.9 / 258","0.4 / 288","1.5"
"18","0.7 / 293","0.4 / 211","0.4 / 309","0.3 / 323","3.0 / 139","1.5 / 146","0.3 / 332","0.9 / 314","0.5 / 121","0.7 / 108","3.7 / 291","3.4 / 293","3.1 / 293","2.3 / 254","2.1 / 298","1.4 / 316","1.2 / 61","0.5 / 52","0.1 / 0","1.3 / 179","0.6 / 117","0.6 / 323","0.9 / 310","1.0 / 105","1.3"
"19","1.4 / 129","0.6 / 329","1.3 / 313","0.3 / 360","0.2 / 0","0.1 / 0","1.3 / 194","1.4 / 82","3.1 / 66","3.2 / 61","2.7 / 62","3.6 / 65","2.7 / 51","2.6 / 68","3.4 / 75","2.5 / 74","2.9 / 74","3.2 / 69","2.0 / 43","1.9 / 66","2.4 / 65","2.9 / 66","2.2 / 63","2.2 / 61","2.1"
"20","1.9 / 55","2.6 / 75","2.3 / 55","2.0 / 63","2.8 / 64","1.9 / 63","3.9 / 68","4.6 / 59","4.7 / 56","5.4 / 52","5.0 / 56","5.2 / 54","5.0 / 58","5.0 / 57","3.3 / 66","4.3 / 51","3.7 / 53","4.5 / 63","3.4 / 58","2.0 / 45","1.9 / 271","0.4 / 335","0.4 / 206","1.2 / 260","3.2"
"21","0.6 / 313","2.7 / 50","1.6 / 68","2.1 / 92","2.1 / 68","2.0 / 65","1.5 / 102","2.5 / 56","1.5 / 63","1.7 / 63","2.9 / 64","3.6 / 60","3.8 / 61","3.1 / 59","3.2 / 57","2.6 / 55","1.6 / 58","2.0 / 67","2.5 / 63","1.7 / 60","1.2 / 57","1.2 / 129","0.4 / 119","0.9 / 217","2.0"
"22","0.1 / 0","0.1 / 0","0.9 / 102","0.8 / 322","0.2 / 0","0.5 / 240","0.0 / 0","0.5 / 116","0.3 / 71","0.5 / 171","1.5 / 89","1.4 / 334","1.6 / 37","2.5 / 356","1.5 / 350","2.0 / 36","1.3 / 28","1.0 / 27","0.7 / 323","0.7 / 306","0.8 / 154","0.2 / 0","0.2 / 0","0.8 / 156","0.8"
"23","0.0 / 0","1.3 / 247","0.6 / 202","0.8 / 278","0.8 / 159","0.3 / 87","1.1 / 120","1.1 / 122","1.0 / 52","1.4 / 49","1.5 / 307","1.5 / 4","2.1 / 28","1.7 / 15","1.6 / 7","2.3 / 26","1.9 / 46","2.6 / 51","2.6 / 62","1.7 / 62","1.6 / 73","1.8 / 59","1.4 / 59","0.3 / 334","1.4"
"24","0.3 / 281","0.7 / 71","0.3 / 53","0.3 / 36","0.9 / 149","0.6 / 168","0.1 / 0","0.3 / 296","1.8 / 241","0.9 / 333","1.6 / 330","1.4 / 307","0.5 / 109","1.6 / 310","1.3 / 354","0.4 / 347","0.5 / 300","0.2 / 0","0.1 / 0","1.3 / 234","1.1 / 275","0.7 / 142","0.1 / 0","0.2 / 0","0.7"
"25","0.2 / 0","0.2 / 0","0.3 / 208","0.2 / 0","0.5 / 196","0.2 / 0","0.1 / 0","1.1 / 350","1.3 / 11","0.5 / 22","1.6 / 17","1.5 / 24","1.8 / 359","3.8 / 60","2.7 / 55","3.2 / 65","4.1 / 57","3.6 / 55","3.4 / 65","2.9 / 63","2.9 / 72","2.0 / 82","2.3 / 54","3.2 / 57","1.8"
"26","2.3 / 70","1.4 / 86","2.1 / 63","2.9 / 86","3.2 / 83","2.4 / 86","2.9 / 62","3.2 / 80","3.8 / 75","3.5 / 76","4.0 / 74","2.9 / 80","2.8 / 103","2.5 / 70","2.5 / 90","1.4 / 95","1.7 / 81","0.6 / 70","0.5 / 82","0.7 / 120","1.0 / 132","1.3 / 86","0.5 / 349","0.7 / 222","2.1"
"27","0.6 / 154","0.7 / 136","0.1 / 0","0.2 / 0","1.1 / 162","0.0 / 0","0.4 / 167","0.1 / 0","0.3 / 89","0.0 / 0","0.1 / 0","0.2 / 0","0.7 / 292","0.1 / 0","0.8 / 352","1.2 / 315","1.2 / 70","0.7 / 28","0.1 / 0","0.6 / 119","0.9 / 142","0.2 / 0","1.3 / 142","0.8 / 110","0.5"
"28","0.0 / 0","0.2 / 0","1.1 / 140","1.7 / 125","1.0 / 129","0.3 / 71","2.0 / 58","1.1 / 28","2.2 / 50","1.5 / 59","0.7 / 110","1.6 / 50","2.5 / 63","2.0 / 50","2.5 / 56","2.9 / 63","1.7 / 58","2.0 / 66","1.4 / 141","0.4 / 103","0.3 / 117","0.7 / 83","0.1 / 0","0.0 / 0","1.2"
"29","0.6 / 153","0.6 / 158","0.1 / 0","1.1 / 246","1.4 / 220","0.1 / 0","0.3 / 148","0.2 / 0","0.8 / 298","0.7 / 278","0.2 / 0","0.9 / 351","1.1 / 20","1.0 / 308","1.1 / 24","1.2 / 65","1.2 / 137","0.0 / 0","0.2 / 0","0.1 / 0","0.5 / 139","0.3 / 102","1.9 / 125","0.7 / 156","0.7"
"30","1.0 / 255","0.4 / 120","0.3 / 27","2.6 / 149","1.0 / 239","0.8 / 165","0.4 / 184","1.5 / 303","1.1 / 65","1.3 / 28","1.7 / 133","2.4 / 294","4.2 / 280","1.5 / 303","0.6 / 315","0.5 / 18","1.1 / 83","0.6 / 78","3.0 / 131","0.7 / 268","0.3 / V","0.3 / 225","0.9 / 307","0.2 / 0","1.2"
"31","0.6 / 11","0.7 / 357","0.2 / 0","0.3 / 319","0.4 / 322","0.8 / 320","0.1 / 0","0.5 / 96","1.3 / 144","1.0 / 120","0.4 / 130","1.2 / 36","2.2 / 319","1.5 / 328","1.5 / 329","0.9 / 59","0.7 / 319","1.0 / 299","0.2 / 0","0.9 / 203","1.0 / 152","1.1 / 241","2.4 / 267","0.5 / 253","0.9"
"平均","1.3","1.3","1.3","1.4","1.7","1.4","1.4","1.7","1.9","2.1","2.4","2.5","2.6","2.6","2.3","2.3","2.2","1.9","1.8","1.5","1.6","1.5","1.5","1.4","平均"
