"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","平均"
"11","1.9 / 147","1.5 / 141","2.4 / 153","2.4 / 158","3.0 / 152","2.7 / 147","2.6 / 155","2.5 / 142","2.6 / 88","4.2 / 71","3.6 / 71","5.8 / 67","4.6 / 72","5.3 / 69","3.8 / 77","4.1 / 78","4.2 / 96","3.4 / 82","3.4 / 99","3.3 / 98","3.5 / 92","3.6 / 89","4.0 / 88","3.7 / 84","3.4"
"12","3.7 / 84","3.9 / 90","3.6 / 92","4.0 / 85","2.7 / 78","2.3 / 94","1.7 / 120","1.0 / 105","2.8 / 146","3.0 / 158","1.5 / 153","3.3 / 251","1.3 / 282","0.7 / 352","1.4 / 282","2.4 / 282","1.0 / 271","0.4 / 157","0.7 / 227","1.1 / 191","0.5 / V","0.4 / 195","0.3 / 63","0.1 / 0","1.8"
"13","0.5 / 348","0.3 / 360","0.1 / 0","0.4 / 248","0.6 / 225","0.7 / 325","0.4 / 12","0.2 / 0","0.4 / 150","0.5 / 143","1.6 / 331","1.8 / 320","2.3 / 345","1.9 / 350","1.5 / 10","3.2 / 64","2.3 / 81","2.0 / 145","2.3 / 134","2.5 / 156","2.7 / 138","2.0 / 143","2.2 / 138","2.1 / 135","1.4"
"14","0.7 / 84","1.7 / 117","1.2 / 108","0.9 / 101","1.6 / 84","2.3 / 123","1.9 / 115","2.0 / 98","2.2 / 70","2.9 / 88","4.4 / 90","4.8 / 90","4.6 / 92","4.8 / 88","3.7 / 100","3.7 / 108","2.7 / 125","3.0 / 119","2.0 / 151","3.0 / 130","3.0 / 131","2.8 / 123","3.3 / 161","3.1 / 150","2.8"
"15","2.2 / 165","3.5 / 161","4.3 / 171","1.0 / 238","0.7 / 292","0.4 / 282","0.4 / 197","0.5 / 120","0.6 / 143","0.6 / 326","0.7 / 75","1.5 / 27","1.9 / 293","1.3 / 334","0.9 / 69","1.8 / 308","1.2 / 22","1.0 / 163","1.4 / 104","1.4 / 120","1.6 / 85","0.2 / 0","0.1 / 0","0.1 / 0","1.2"
"16","0.4 / 180","0.4 / 318","0.5 / 107","0.2 / 0","0.1 / 0","0.3 / 96","0.8 / 359","0.6 / 188","0.2 / 0","0.3 / 148","2.1 / 66","1.9 / 66","1.7 / 37","0.6 / 115","1.4 / 35","2.1 / 57","0.6 / 346","0.8 / 51","1.2 / 117","1.6 / 66","0.5 / 133","0.1 / 0","1.4 / 99","1.2 / 65","0.9"
"17","1.3 / 108","1.2 / 105","1.9 / 154","2.1 / 149","2.8 / 133","2.3 / 121","2.9 / 124","2.5 / 126","1.8 / 107","1.0 / 110","3.2 / 67","3.6 / 61","4.1 / 46","4.7 / 55","4.1 / 53","3.5 / 49","2.7 / 45","2.1 / 54","2.6 / 63","1.3 / 69","0.2 / 0","0.5 / 167","1.5 / 134","2.3 / 150","2.3"
"18","1.5 / 119","2.1 / 147","1.7 / 134","1.8 / 137","1.0 / 111","1.1 / 126","1.0 / 105","1.5 / 128","1.1 / 122","1.9 / 107","2.8 / 55","3.5 / 50","4.0 / 54","3.8 / 57","4.5 / 65","2.8 / 51","2.6 / 81","1.2 / 111","1.8 / 64","2.1 / 72","1.3 / 107","1.1 / 86","1.0 / 112","1.0 / 93","2.0"
"19","1.4 / 121","1.1 / 121","1.3 / 134","1.5 / 139","1.2 / 125","1.5 / 130","1.7 / 149","1.5 / 146","1.5 / 138","1.0 / 66","2.9 / 73","2.7 / 72","2.9 / 68","2.5 / 67","3.2 / 75","1.9 / 74","1.8 / 48","2.0 / 92","1.1 / 90","1.1 / 75","1.6 / 81","1.2 / 215","1.6 / 97","1.7 / 92","1.7"
"20","1.9 / 94","1.0 / 161","0.8 / 104","0.9 / 109","1.5 / 113","2.0 / 84","1.8 / 110","2.0 / 105","1.0 / 82","1.9 / 56","2.7 / 89","2.8 / 50","2.6 / 78","2.3 / 84","3.0 / 60","3.4 / 82","3.0 / 72","1.7 / 73","1.4 / 95","2.3 / 72","2.4 / 73","1.4 / 90","2.0 / 72","1.2 / 83","2.0"
"21","1.2 / 98","1.3 / 48","1.2 / 110","0.9 / 90","1.7 / 127","1.9 / 104","2.2 / 110","1.7 / 105","1.6 / 106","1.7 / 112","1.9 / 100","2.2 / 87","2.3 / 70","2.2 / 85","3.0 / 90","1.9 / 107","1.9 / 72","1.6 / 74","1.9 / 93","2.3 / 96","2.0 / 93","0.7 / 71","1.2 / 80","1.7 / 94","1.8"
"22","2.2 / 69","0.5 / 115","1.0 / 86","1.6 / 74","1.3 / 104","0.5 / 84","0.8 / 126","0.1 / 0","1.8 / 132","0.5 / 163","1.7 / 86","1.0 / 118","1.6 / 70","0.9 / 77","1.2 / 60","0.7 / 97","1.5 / 72","1.2 / 49","0.1 / 0","0.3 / 163","0.2 / 0","1.2 / 142","1.6 / 134","0.1 / 0","1.0"
"23","1.0 / 119","0.2 / 0","0.3 / 105","1.2 / 137","1.0 / 132","1.0 / 115","1.1 / 127","0.6 / 100","0.9 / 135","3.1 / 77","3.4 / 73","5.0 / 57","3.9 / 54","3.6 / 68","3.6 / 59","4.1 / 49","2.6 / 66","1.6 / 65","1.1 / 81","2.3 / 61","1.6 / 54","0.8 / 85","0.6 / 110","0.2 / 0","1.9"
"24","0.7 / 201","1.0 / 205","0.5 / 190","0.2 / 0","0.1 / 0","1.0 / 253","0.7 / 272","0.9 / 193","0.7 / 47","1.9 / 67","2.2 / 65","2.7 / 60","2.5 / 53","3.3 / 52","3.4 / 44","3.4 / 47","1.9 / 58","1.7 / 67","1.5 / 77","1.3 / 69","1.2 / 119","1.2 / 89","1.5 / 66","0.8 / 201","1.5"
"25","2.1 / 122","0.9 / 272","0.8 / 215","0.5 / 223","1.0 / 225","0.6 / 75","0.1 / 0","0.4 / 263","0.1 / 0","0.9 / 99","3.8 / 113","4.1 / 80","4.3 / 110","3.6 / 121","4.6 / 117","4.9 / 117","4.3 / 118","3.2 / 151","2.1 / 154","2.1 / 138","2.6 / 154","2.7 / 156","0.2 / 0","0.2 / 0","2.1"
"26","1.1 / 134","2.6 / 149","2.7 / 266","1.1 / 255","0.9 / 293","0.3 / 64","0.6 / 52","0.4 / 61","0.9 / 282","1.8 / 252","2.3 / 282","1.5 / 264","1.8 / 343","1.4 / 237","1.8 / 289","1.0 / 288","1.0 / 298","1.1 / 19","1.0 / 57","1.6 / 71","0.3 / 167","1.2 / 326","1.6 / 297","0.2 / 0","1.3"
"27","0.4 / 181","0.5 / 91","0.7 / 223","0.2 / 0","0.1 / 0","0.1 / 0","1.0 / 101","3.0 / 61","2.9 / 75","2.5 / 86","3.2 / 78","2.3 / 83","1.2 / 86","2.1 / 78","2.7 / 70","1.9 / 85","1.8 / 94","2.4 / 96","1.2 / 136","1.5 / 74","0.9 / 70","0.4 / 204","0.2 / 0","1.9 / 68","1.5"
"28","1.7 / 68","1.1 / 94","0.9 / 105","1.3 / 110","1.8 / 117","1.4 / 129","1.5 / 93","1.6 / 77","1.1 / 142","1.8 / 109","1.5 / 93","2.9 / 71","2.1 / 84","2.7 / 73","3.3 / 58","1.9 / 91","1.5 / 87","1.5 / 128","2.1 / 104","2.5 / 109","1.7 / 127","1.9 / 112","2.4 / 130","2.8 / 108","1.9"
"29","3.0 / 102","3.6 / 92","4.0 / 88","3.0 / 92","2.5 / 87","2.4 / 67","3.5 / 75","3.3 / 67","3.1 / 86","3.8 / 100","3.7 / 80","4.3 / 90","3.4 / 95","5.2 / 87","4.5 / 90","3.5 / 90","4.0 / 91","2.9 / 86","3.7 / 67","3.6 / 81","4.2 / 71","4.0 / 68","4.4 / 79","4.0 / 75","3.7"
"30","3.3 / 71","1.6 / 76","1.4 / 119","3.3 / 121","1.1 / 249","1.0 / 184","1.1 / 263","2.6 / 147","1.7 / 257","0.4 / 53","0.5 / 360","0.6 / 104","0.8 / 25","1.2 / 290","2.7 / 257","2.0 / 335","3.0 / 280","2.3 / 270","1.9 / 273","2.1 / 262","1.9 / 244","1.2 / 264","2.0 / 278","1.4 / 310","1.7"
"31","0.9 / 289","0.1 / 0","0.1 / 0","0.9 / 211","1.5 / 212","1.3 / 236","1.5 / 220","0.1 / 0","0.3 / 0","1.5 / 1","0.4 / 291","0.2 / 0","2.3 / 66","1.7 / 79","2.8 / 78","2.3 / 59","2.0 / 76","2.2 / 66","1.6 / 81","1.0 / 93","1.3 / 104","1.2 / 75","1.0 / 106","0.4 / 110","1.2"
"平均","1.6","1.5","1.5","1.4","1.4","1.4","1.5","1.5","1.5","1.7","2.3","2.6","2.6","2.6","2.8","2.5","2.2","1.8","1.7","1.9","1.8","1.6","1.7","1.6","平均"
