"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","平均"
"14","0.4 / 327","0.3 / 255","1.5 / 312","1.2 / 310","2.2 / 156","4.7 / 151","3.5 / 152","3.9 / 161","3.9 / 162","2.6 / 162","1.2 / 149","1.3 / 296","1.2 / 311","1.7 / 299","2.2 / 306","1.5 / 313","1.0 / 294","0.1 / 0","0.6 / 86","1.9 / 145","2.1 / 144","1.7 / 124","0.3 / 94","1.3 / 124","1.8"
"15","1.5 / 130","1.3 / 131","2.3 / 147","2.7 / 149","2.5 / 154","3.2 / 153","3.7 / 152","3.1 / 151","4.1 / 165","3.5 / 167","0.7 / 216","2.2 / 353","1.7 / 308","2.6 / 337","1.2 / 285","1.8 / 357","1.3 / 307","0.9 / 294","1.0 / 321","0.1 / 0","0.1 / 0","0.3 / 290","0.4 / 269","1.7 / 322","1.8"
"16","1.9 / 307","0.8 / 307","2.5 / 167","2.3 / 165","0.4 / 298","0.7 / 277","0.8 / 269","0.4 / 287","0.9 / 310","0.6 / 266","0.7 / 301","2.6 / 319","2.6 / 357","3.9 / 8","5.0 / 20","4.7 / 26","5.4 / 19","4.3 / 24","3.1 / 23","3.6 / 21","3.4 / 14","3.5 / 20","3.8 / 17","5.0 / 22","2.6"
"17","4.8 / 23","4.5 / 20","4.3 / 15","4.5 / 23","4.3 / 20","3.6 / 24","2.7 / 24","2.3 / 28","3.9 / 22","3.6 / 22","4.1 / 25","4.5 / 20","3.9 / 20","4.0 / 23","3.3 / 20","3.6 / 21","3.7 / 20","3.3 / 19","3.9 / 20","4.3 / 19","3.4 / 20","3.2 / 22","3.3 / 17","3.5 / 20","3.8"
"18","2.9 / 16","2.4 / 17","2.9 / 24","3.0 / 21","3.7 / 29","3.2 / 30","2.2 / 25","2.2 / 22","3.1 / 21","3.8 / 26","3.3 / 20","2.6 / 32","2.8 / 28","3.4 / 28","3.2 / 19","3.6 / 20","1.4 / 39","1.1 / 90","0.9 / 100","0.4 / 94","1.0 / 7","0.6 / 359","0.8 / 26","0.5 / 61","2.3"
"19","0.6 / 20","0.9 / 281","3.8 / 150","2.8 / 141","3.2 / 141","1.1 / 316","2.0 / 152","1.1 / 94","1.1 / 120","1.1 / 360","0.5 / 360","1.8 / 131","2.6 / 144","3.9 / 153","4.5 / 146","3.7 / 156","1.0 / 105","2.7 / 154","4.9 / 164","2.8 / 149","0.7 / 91","1.5 / 132","1.9 / 138","1.7 / 142","2.2"
"20","2.6 / 148","0.1 / 0","0.1 / 0","0.6 / 332","2.6 / 27","2.7 / 27","1.8 / 345","1.9 / 11","2.4 / 13","1.9 / 360","1.3 / 7","2.1 / 357","3.0 / 4","2.3 / 6","2.3 / 10","3.1 / 359","3.0 / 17","1.9 / 23","0.7 / 77","0.7 / 83","0.6 / 78","0.6 / 85","0.7 / 80","1.7 / 124","1.7"
"21","1.0 / 72","0.6 / 60","0.0 / 0","1.1 / 85","0.9 / 105","0.7 / 134","0.4 / 98","1.4 / 149","0.9 / 172","1.0 / 257","1.1 / 321","2.8 / 318","1.8 / 326","3.7 / 324","2.6 / 319","1.1 / 306","1.0 / 291","0.4 / 293","0.1 / 0","0.1 / 0","0.2 / 0","2.3 / 148","2.9 / 141","0.6 / 132","1.2"
"22","2.1 / 145","2.6 / 148","0.8 / 133","2.2 / 146","0.4 / 137","0.7 / 101","0.6 / 107","3.6 / 169","2.3 / 166","2.4 / 165","1.3 / 278","1.4 / 305","1.1 / 286","1.2 / 295","2.2 / 337","1.8 / 351","0.9 / 282","0.2 / 0","0.7 / 117","1.0 / 93","0.9 / 86","1.0 / 69","1.3 / 84","0.9 / 18","1.4"
"23","1.0 / 302","1.0 / 34","1.5 / 73","2.2 / 31","1.2 / 118","2.2 / 26","1.5 / 91","1.9 / 46","2.2 / 60","4.0 / 136","5.2 / 135","7.3 / 146","6.2 / 148","5.8 / 149","5.7 / 142","6.2 / 147","6.0 / 153","6.9 / 151","6.2 / 152","6.0 / 154","5.9 / 154","5.4 / 157","5.6 / 156","3.7 / 153","4.2"
"24","1.7 / 330","0.9 / 326","0.8 / 307","0.9 / 331","1.0 / 313","0.5 / 297","1.2 / 317","1.6 / 327","1.1 / 279","2.1 / 306","0.9 / 280","1.7 / 309","0.5 / 303","1.9 / 317","0.4 / 280","0.5 / 290","1.1 / 311","1.4 / 310","1.2 / 347","0.5 / 308","1.2 / 340","0.9 / 355","1.5 / 9","0.1 / 0","1.1"
"25","1.7 / 10","3.2 / 24","3.0 / 26","2.9 / 24","2.4 / 27","1.8 / 33","1.9 / 34","0.9 / 70","2.1 / 19","2.1 / 27","2.6 / 23","2.9 / 14","2.6 / 15","3.6 / 22","3.1 / 26","2.5 / 24","2.9 / 18","2.5 / 22","1.6 / 30","1.9 / 12","0.2 / 0","0.3 / 59","0.3 / 99","0.7 / 47","2.1"
"26","0.5 / 83","0.9 / 85","0.8 / 79","0.8 / 18","0.1 / 0","0.3 / 83","0.5 / 83","0.5 / 131","0.4 / 254","4.8 / 164","3.8 / 164","1.1 / 158","1.3 / 285","0.8 / 258","0.9 / 296","2.7 / 10","2.9 / 12","1.3 / 20","0.2 / 0","0.8 / 305","0.2 / 0","0.7 / 265","0.8 / 308","2.1 / 349","1.2"
"27","0.1 / 0","1.1 / 163","1.1 / 329","0.3 / 29","2.8 / 147","3.4 / 147","3.7 / 147","4.3 / 146","4.1 / 148","0.6 / 82","0.9 / 281","1.8 / 311","2.1 / 311","2.2 / 31","2.7 / 5","3.2 / 21","2.6 / 17","3.2 / 27","3.4 / 17","2.2 / 24","2.2 / 23","2.3 / 17","1.3 / 59","2.0 / 30","2.2"
"28","1.6 / 28","1.2 / 71","1.8 / 25","2.0 / 8","0.6 / 45","0.3 / 58","0.4 / 341","1.0 / 10","1.0 / 353","1.4 / 357","0.5 / 247","0.9 / 119","1.0 / 21","1.1 / 299","3.8 / 165","3.1 / 165","0.1 / 0","2.7 / 164","0.3 / 102","0.4 / 71","0.2 / 0","0.3 / 27","0.3 / 35","0.7 / 42","1.1"
"平均","2.1","1.9","1.8","1.8","1.7","1.6","1.7","2.0","2.4","2.2","2.3","2.6","2.6","2.9","2.9","2.9","2.4","2.2","2.0","2.1","1.9","2.1","2.2","2.1","平均"
