"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","平均"
"17","0.7 / 297","1.1 / 242","0.0 / 0","0.3 / 175","0.1 / 0","0.2 / 0","0.6 / 143","0.6 / 84","1.1 / 253","1.0 / 262","1.4 / 308","1.4 / 299","1.2 / 297","1.8 / 35","1.7 / 308","1.7 / 317","2.0 / 287","1.7 / 67","2.1 / 71","0.9 / 93","0.6 / 131","2.0 / 67","2.1 / 69","0.8 / 67","1.1"
"18","1.0 / 61","1.0 / 61","1.0 / 69","1.1 / 46","0.0 / 0","0.0 / 0","1.3 / 60","0.9 / 76","1.1 / 41","2.2 / 56","1.3 / 41","1.3 / 10","0.9 / 278","1.8 / 337","0.6 / 58","2.3 / 43","1.8 / 64","2.8 / 59","1.2 / 92","1.5 / 42","0.4 / 100","0.8 / 141","0.4 / 134","0.3 / 116","1.1"
"19","0.2 / 0","0.5 / 109","1.2 / 131","0.2 / 0","0.1 / 0","0.9 / 144","1.3 / 135","0.5 / 144","1.6 / 63","0.8 / 47","1.3 / 70","1.4 / 26","2.7 / 62","2.5 / 64","2.3 / 49","2.1 / 61","2.0 / 47","1.5 / 62","1.0 / 52","0.9 / 97","1.6 / 98","2.2 / 100","2.1 / 118","1.2 / 126","1.3"
"20","0.5 / 327","0.9 / 242","0.4 / 303","0.3 / 289","0.4 / 338","1.4 / 353","0.8 / 38","1.8 / 137","2.4 / 152","1.6 / 47","1.2 / 34","2.1 / 14","1.5 / 317","1.5 / 320","1.1 / 14","0.4 / 353","2.2 / 76","0.8 / 132","1.8 / 124","1.4 / 111","2.3 / 142","2.4 / 135","2.9 / 141","3.4 / 153","1.5"
"21","2.0 / 144","3.0 / 143","0.7 / 170","1.9 / 142","0.2 / 0","0.5 / 85","1.8 / 135","2.6 / 92","3.2 / 98","4.6 / 100","4.2 / 103","4.2 / 108","4.9 / 98","5.2 / 113","4.1 / 121","3.6 / 115","3.4 / 122","2.6 / 119","2.4 / 138","2.0 / 150","2.6 / 145","2.8 / 144","1.6 / 140","2.4 / 142","2.8"
"22","2.9 / 152","2.5 / 155","1.4 / 144","2.5 / 151","0.7 / 176","0.8 / 300","0.5 / 108","1.2 / 155","1.0 / 113","0.5 / 323","1.3 / 6","1.1 / 8","1.9 / 251","2.0 / 293","1.9 / 293","1.0 / 10","1.6 / 90","0.7 / 89","0.8 / 123","1.1 / 112","1.2 / 131","1.6 / 131","1.7 / 131","0.8 / 156","1.4"
"23","0.9 / 96","0.6 / 137","2.1 / 205","0.3 / 163","0.5 / 356","0.3 / 12","1.9 / 143","0.7 / 162","1.0 / 126","4.7 / 270","2.6 / 270","1.3 / 258","4.7 / 295","3.3 / 278","2.5 / 301","3.8 / 59","2.7 / 73","1.5 / 88","2.4 / 65","0.9 / 6","1.8 / 105","1.1 / 58","0.3 / 186","0.5 / 75","1.8"
"24","1.0 / 145","0.4 / 132","1.6 / 37","0.7 / 89","0.3 / 246","0.6 / 79","2.4 / 77","0.8 / 83","2.2 / 65","1.6 / 50","2.6 / 49","2.9 / 60","0.9 / 79","1.5 / 80","1.8 / 92","0.1 / 0","0.2 / 0","0.8 / 124","1.1 / 81","0.6 / 176","0.9 / 271","1.3 / 118","1.8 / 128","1.8 / 146","1.2"
"25","1.7 / 126","1.1 / 101","0.3 / 149","1.3 / 139","0.4 / 98","1.1 / 130","1.8 / 80","1.2 / 128","2.9 / 65","2.1 / 67","2.4 / 73","2.2 / 69","1.8 / 111","1.8 / 63","3.0 / 57","2.3 / 54","1.0 / 56","0.8 / 11","0.2 / 0","1.0 / 80","0.9 / 115","1.0 / 31","1.7 / 145","1.5 / 130","1.5"
"26","1.0 / 39","0.3 / 114","0.0 / 0","0.2 / 0","0.5 / 116","0.6 / 81","0.6 / 111","0.8 / 62","0.8 / 101","0.9 / 110","1.3 / 341","1.4 / 360","1.7 / 41","2.1 / 334","1.9 / 15","2.7 / 59","2.5 / 71","0.5 / 37","0.2 / 0","2.1 / 106","2.3 / 115","3.0 / 148","3.0 / 149","4.0 / 143","1.4"
"27","2.7 / 154","1.5 / 300","0.8 / 304","0.6 / 276","1.4 / 300","0.6 / 310","0.6 / 289","1.7 / 155","1.0 / 148","0.9 / 137","1.7 / 41","0.8 / 6","1.8 / 310","1.4 / 345","1.5 / 32","1.3 / 325","1.4 / 308","0.9 / 279","1.0 / 152","1.1 / 122","0.5 / 35","0.0 / 0","0.4 / 57","1.6 / 140","1.1"
"28","0.5 / 20","0.2 / 0","0.5 / 133","0.4 / 331","0.5 / 314","1.1 / 293","1.4 / 157","2.3 / 145","0.1 / 0","0.7 / 351","0.4 / 331","1.5 / 305","2.1 / 265","1.8 / 306","2.3 / 281","1.8 / 61","2.0 / 108","2.6 / 108","2.2 / 142","1.7 / 159","1.9 / 137","1.8 / 149","2.0 / 136","2.1 / 134","1.4"
"29","2.3 / 143","3.6 / 164","1.9 / 126","1.6 / 131","1.9 / 120","2.3 / 125","2.4 / 142","2.7 / 146","1.2 / 156","1.3 / 265","1.6 / 265","2.5 / 272","2.1 / 257","2.0 / 309","1.9 / 253","2.3 / 296","2.3 / 283","2.5 / 299","0.9 / 311","1.3 / 267","0.6 / 260","1.0 / 247","2.7 / 277","2.4 / 277","2.0"
"30","0.7 / 277","2.1 / 246","0.7 / 207","0.4 / 126","0.2 / 0","1.0 / 102","0.9 / 91","2.0 / 100","1.6 / 57","1.4 / 58","2.4 / 73","2.0 / 80","1.9 / 97","1.4 / 82","1.2 / 68","0.7 / 112","0.8 / 100","0.6 / 115","0.9 / 104","1.3 / 107","0.7 / 75","0.5 / 79","0.5 / 121","1.2 / 144","1.1"
"平均","1.2","1.1","0.8","0.8","0.7","1.0","1.2","1.4","1.5","1.7","1.7","2.0","2.1","2.1","1.8","1.8","1.6","1.2","1.1","1.3","1.2","1.2","1.4","1.5","平均"
