"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","平均"
"15","4.0 / 160","2.2 / 141","1.8 / 154","2.9 / 156","1.3 / 148","1.8 / 143","1.3 / 154","1.8 / 133","2.5 / 151","3.3 / 166","1.5 / 244","2.3 / 214","2.7 / 157","1.7 / 145","1.4 / 236","3.5 / 156","4.2 / 161","2.2 / 157","3.1 / 158","2.6 / 149","0.7 / 118","0.0 / 0","1.6 / 36","1.8 / 15","2.2"
"16","0.7 / 75","4.2 / 163","2.9 / 142","2.5 / 145","2.6 / 150","1.5 / 150","3.1 / 158","2.8 / 159","2.6 / 156","2.2 / 160","2.2 / 163","0.1 / 0","1.6 / 317","1.5 / 311","1.9 / 321","1.2 / 283","0.5 / 311","2.0 / 160","1.9 / 152","0.5 / 77","0.9 / 149","1.3 / 231","1.9 / 135","1.2 / 114","1.8"
"17","3.1 / 148","1.7 / 144","1.2 / 133","0.3 / 144","1.0 / 141","2.0 / 152","3.6 / 161","2.9 / 154","3.2 / 159","1.8 / 157","0.9 / 317","0.3 / 309","1.8 / 356","2.3 / 20","1.1 / 53","4.4 / 163","3.7 / 152","3.3 / 156","2.1 / 139","3.0 / 159","3.1 / 156","2.4 / 145","1.6 / 150","0.9 / 141","2.2"
"18","2.1 / 138","2.4 / 143","2.8 / 144","2.7 / 149","2.7 / 144","2.9 / 147","3.4 / 158","3.5 / 165","0.8 / 233","0.9 / 300","1.8 / 328","1.9 / 316","2.4 / 318","2.4 / 323","2.8 / 323","4.5 / 165","4.0 / 161","3.8 / 153","2.5 / 149","2.0 / 143","2.5 / 162","2.8 / 159","1.0 / 150","2.5 / 147","2.5"
"19","3.2 / 162","2.8 / 147","2.9 / 157","3.0 / 146","2.8 / 147","2.9 / 156","4.1 / 166","3.1 / 166","0.3 / 207","0.9 / 306","1.8 / 317","2.1 / 315","2.9 / 318","1.9 / 317","1.9 / 316","1.1 / 298","0.4 / 267","0.7 / 329","0.9 / 207","0.5 / 328","0.4 / 81","1.1 / 146","1.6 / 140","0.3 / 59","1.8"
"20","0.4 / 152","2.0 / 142","2.2 / 156","0.2 / 0","1.9 / 148","1.3 / 132","2.0 / 152","2.6 / 162","0.9 / 270","0.7 / 295","1.1 / 307","2.8 / 318","1.9 / 310","1.3 / 307","0.6 / 289","0.7 / 280","0.7 / 272","1.0 / 316","0.3 / 49","0.3 / 71","0.1 / 0","0.6 / 89","0.6 / 70","0.6 / 49","1.1"
"21","0.6 / 350","0.6 / 116","0.3 / 108","0.3 / 72","1.1 / 138","2.1 / 145","2.7 / 165","3.2 / 152","2.2 / 159","0.5 / 299","1.5 / 309","1.6 / 315","1.2 / 317","1.9 / 315","1.5 / 312","2.0 / 327","0.7 / 311","1.5 / 329","1.0 / 35","1.3 / 29","0.7 / 89","0.9 / 92","1.0 / 85","0.3 / 126","1.3"
"22","0.9 / 332","0.5 / 59","1.0 / 34","0.1 / 0","0.7 / 352","0.1 / 0","1.1 / 155","0.2 / 0","0.8 / 142","0.3 / 275","1.2 / 315","1.5 / 325","1.1 / 313","2.0 / 318","1.6 / 324","1.6 / 317","0.2 / 0","0.1 / 0","0.0 / 0","0.6 / 98","0.7 / 16","0.1 / 0","0.7 / 83","0.5 / 126","0.7"
"23","0.5 / 137","0.6 / 55","1.8 / 27","0.9 / 26","0.1 / 0","0.2 / 0","0.3 / 137","1.9 / 173","1.6 / 150","0.7 / 292","0.8 / 332","1.0 / 320","2.0 / 327","1.9 / 351","2.5 / 334","1.7 / 338","1.3 / 18","0.7 / 359","1.4 / 24","0.3 / 24","0.6 / 73","0.1 / 0","0.4 / 90","0.2 / 0","1.0"
"24","1.2 / 9","1.0 / 88","0.5 / 84","0.9 / 87","0.5 / 116","0.7 / 85","0.1 / 0","1.2 / 318","1.5 / 314","1.9 / 311","1.8 / 315","2.1 / 318","2.1 / 315","0.6 / 305","1.4 / 316","1.9 / 329","0.4 / 306","0.8 / 321","0.2 / 0","0.1 / 0","0.2 / 0","0.0 / 0","0.5 / 339","0.4 / 46","0.9"
"25","0.6 / 24","0.4 / 309","0.0 / 0","0.0 / 0","0.3 / 306","2.0 / 346","2.7 / 336","2.6 / 340","1.6 / 6","3.1 / 16","2.8 / 17","1.5 / 30","2.8 / 348","2.1 / 18","2.8 / 15","1.9 / 5","1.3 / 7","0.4 / 305","1.0 / 321","2.6 / 23","0.3 / 299","0.3 / 322","1.8 / 335","0.3 / 347","1.5"
"26","1.0 / 20","0.6 / 340","1.6 / 32","2.0 / 1","2.0 / 13","1.4 / 19","1.8 / 2","1.2 / 352","2.0 / 17","2.8 / 10","2.0 / 10","2.1 / 6","2.1 / 5","2.9 / 2","2.0 / 360","2.9 / 16","2.2 / 16","2.2 / 14","1.3 / 15","0.9 / 12","0.8 / 149","2.6 / 145","1.9 / 156","1.4 / 148","1.8"
"27","0.4 / 156","0.8 / 151","1.4 / 154","0.0 / 0","0.1 / 0","0.5 / 152","1.4 / 138","0.7 / 159","0.4 / 160","0.7 / 344","0.0 / 0","0.0 / 0","0.7 / 327","0.1 / 0","0.5 / 246","0.3 / 294","1.1 / 16","0.2 / 0","2.2 / 152","2.5 / 145","2.8 / 149","2.5 / 154","2.1 / 151","2.2 / 148","1.0"
"28","1.6 / 141","0.6 / 95","0.6 / 127","1.5 / 136","2.0 / 157","2.6 / 149","3.2 / 164","2.7 / 160","2.1 / 160","0.6 / 267","1.7 / 322","1.5 / 313","1.1 / 314","0.9 / 311","0.6 / 301","0.8 / 3","1.4 / 3","2.8 / 152","2.7 / 148","2.0 / 145","1.9 / 141","1.1 / 142","1.6 / 145","0.4 / 80","1.6"
"29","1.5 / 138","2.4 / 164","1.9 / 142","0.7 / 122","2.1 / 146","1.3 / 138","1.6 / 157","1.3 / 167","1.5 / 168","1.0 / 259","2.1 / 327","2.3 / 342","3.2 / 9","2.5 / 351","3.0 / 351","2.3 / 8","2.4 / 356","1.4 / 2","1.1 / 328","0.5 / 320","0.1 / 0","1.0 / 160","0.2 / 0","1.6 / 154","1.6"
"30","1.1 / 154","1.0 / 132","1.1 / 134","4.0 / 166","2.7 / 147","2.5 / 155","1.5 / 143","0.2 / 0","0.8 / 313","2.0 / 316","0.5 / 302","1.9 / 342","2.4 / 345","2.4 / 323","2.9 / 7","0.9 / 313","0.3 / 318","0.4 / 308","0.7 / 10","0.9 / 120","0.7 / 137","0.5 / 133","1.4 / 138","2.0 / 143","1.5"
"平均","1.4","1.4","1.5","1.4","1.6","1.4","1.9","1.8","1.5","1.7","1.7","1.7","1.9","1.8","1.7","2.2","1.8","1.6","1.9","1.5","1.3","1.2","1.3","1.2","平均"
